0.865250, 0.105559, 1.
1.224348, 0.265003, 1.
1.453146, 0.618434, 1.
2.028562, -0.065955, 1.
1.301921, 1.947976, 1.
1.449848, 0.144092, 1.
2.268775, -0.707087, 1.
1.390545, 0.343213, 1.
1.558387, 1.621107, 1.
-0.401856, -0.383481, 1.
0.800414, -0.632273, 1.
2.381144, 0.138352, 1.
0.799525, -0.038858, 1.
1.077829, -0.131889, 1.
1.724187, 1.116744, 1.
1.266285, 0.654554, 1.
0.504263, 0.297406, 1.
1.388346, 1.095516, 1.
2.491786, -0.093146, 1.
1.921625, 0.233985, 1.
2.143037, -0.221284, 1.
0.415708, 1.769324, 1.
1.037513, 0.621147, 1.
1.369693, -0.982715, 1.
1.140001, -0.498106, 1.
1.407539, -0.078619, 1.
1.438679, 0.746742, 1.
1.247582, 1.613766, 1.
0.935395, 0.074055, 1.
0.844238, 0.882704, 1.
0.386171, -0.215473, 1.
0.557169, -0.384422, 1.
0.968287, 0.042310, 1.
1.174983, 0.524883, 1.
0.715174, -0.157696, 1.
0.275790, -0.320296, 1.
2.009838, 0.801071, 1.
-0.491387, -1.266456, 1.
1.948602, 0.133451, 1.
1.235990, -1.571296, 1.
-0.680719, 0.738490, 1.
1.213568, 0.228640, 1.
0.549476, -0.056806, 1.
0.209719, 0.592156, 1.
1.665466, 0.351461, 1.
0.938815, 0.409881, 1.
1.354895, -0.451981, 1.
0.597459, 1.515733, 1.
1.658029, -0.070547, 1.
2.666447, -0.099320, 1.
0.397785, -0.302388, 1.
2.048118, 0.694497, 1.
0.335382, -0.700738, 1.
1.049903, 0.782869, 1.
-0.306291, 0.455841, 1.
0.498263, 0.417243, 1.
0.807053, 1.940230, 1.
0.084474, -0.445750, 1.
0.582917, -2.298757, 1.
0.290568, 0.901890, 1.
2.231271, 0.944132, 1.
0.404968, 0.944244, 1.
0.325632, -0.634955, 1.
1.571542, -1.653577, 1.
1.853791, 1.284419, 1.
1.140507, 1.330869, 1.
1.593782, 0.872576, 1.
3.330073, 1.172589, 1.
0.334491, 0.658271, 1.
1.196020, 0.292514, 1.
0.200017, 1.056406, 1.
2.125287, 2.288556, 1.
0.227825, 0.898784, 1.
0.720403, 0.660958, 1.
1.784276, -1.062673, 1.
0.330166, -1.422552, 1.
0.862046, 0.275644, 1.
0.815635, 0.535096, 1.
0.406514, 1.492541, 1.
0.826142, 0.586574, 1.
1.326283, 0.127614, 1.
1.232272, 0.453008, 1.
2.012331, -0.082588, 1.
-0.942775, 0.910379, 1.
2.484577, -0.978771, 1.
1.982503, -0.319043, 1.
1.797627, -0.235300, 1.
1.244891, 0.196518, 1.
0.615613, 0.406592, 1.
-0.820735, 0.729596, 1.
1.386233, -0.513726, 1.
1.378856, 0.258399, 1.
2.125395, -0.430253, 1.
-0.240893, 0.054165, 1.
0.380077, 0.326213, 1.
2.111007, 0.245002, 1.
2.093325, -0.095971, 1.
1.176098, 1.368457, 1.
1.861441, -0.052007, 1.
1.487314, -0.451903, 1.
1.636461, -0.332632, 1.
0.737231, -0.662791, 1.
1.827030, 1.005635, 1.
1.263585, -0.446519, 1.
0.086092, 0.545358, 1.
0.663099, -0.674930, 1.
1.519669, 0.191383, 1.
0.822905, 0.379710, 1.
0.692780, 0.381232, 1.
